Newspaper Name,Issue No,Date (mm/dd/yyyy),Content,Source,Image
The Royal Gazette (New York),558,1/23/1782,"A NEGRO Deserted. LEFT his Master’s house the 10th inst, a negro man called ADAM, he is a tall stout made fellow, with a remarkable scar, a mark above his left eye-brow. Whoever will apprehend the said negro, and bring him to Mr. Campbell’s Office, near the Coffee-House, shall have a reward of Three Guineas; and the same reward will be given to any person, who may inform where he is lurking, so as that he may be apprehended, Masters of vessels and others are hereby warned not to employ or protect him, otherwise they may depend upon being prosecuted according to law; concealing a run-away negro being as criminal as receiving stolen goods.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),560,2/9/1782,"RUN away from her Master on Monday morning last, a NEGRO Wench, named Jane, she had on a pale green callimanco petticoat, a red short gown, a scarlet cloak with a hood on it; about fifteen years of age, very talkative and speaks very good English. Whoever takes up said Negro Wench, and brings her to Francis Doyl, No. 63, Chatham- Street, shall have Two Dollars reward. February 7, 1782.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),561,2/13/1782,"Two Guineas Reward. RUN AWAY, on the 28th instant, a Negro Wench named LISSA, the property of John Carow, had on when she went away, a brown short gown, and brown serge petticoat, a blue short cloak unbound with a cap to it, and took off with her two striped callico long gowns, with some other cloathing. she has a mark on her breast, occasioned by being burnt. She speaks good English, and is rather more yellow than black, aged about 24 years old. Whoever takes up said Wench, and brings her to her master, living in Fair-street, No. 3, shall receive the above reward. All persons are forbid harbouring the said Wench. JOHN CAROW. N. B. The above Wench formerly belonged to Parson Burnet, on Long Island.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),507,3/6/1782,"EIGHT DOLLARS REWARD, RUN away from the subscriber, on Sunday evening last, a likely NEGRO WENCH, nineteen years of age, named Charlottee, formerly the property of Captain Salter, she is somewhat pitted with the small pox, had on when she went away, a white gown and petticoat: Whoever takes up said Wench, and secures her so that her master can obtain her, shall receive the above reward, and all reasonable charges paid by me JOHN VANDERHOVEN. All masters of vessels and others are strictly forbid to carry off or conceal her at their peril.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),507,3/6/1782,"One Guinea Reward. RUN away on Thursday the 12th instant, a stout well made Negro Boy, about five feet four inches, had on when he went away, a black super-fine broad cloth coat and waistcoat, black silk breeches and stockings, and a beaver hat with crape round it. Whoever will secure the said Negro Boy to the Printer, will be entitled to the above reward. All Masters of vessels and others, are cautioned from harbouring or carrying off the said Negro Boy.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),572,3/23/1782,"RUN AWAY on Thursday the 12th inst. a stout well made Negro Boy, named Tom, about five feet four inches, had on when he run off, a suit of mourning, he may probably change his name and dress. Whoever will apprehend the said Negro, or give information to the subscriber, so that he may be found, will be handsomely rewarded HENRIETTA M ’LEAN. It is presumed that no masters of vessels or others, will harbour or carry off the said Negro Boy, upon any pretext whatever.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),575,4/3/1782,"DESERTED from the Ship Thomas, on Thursday last, a Negro Man named Tom, aged 25 years, had on a bluejacket with a white frock over it, a blue cap, is cropp’d of both ears, talks pretty good English, plays the fife and beats the drum, he also understands hair dressing and shaving. Likewise deserted a Negro Boy called Cato, aged 18 years, knock-kneed, heavy down cast look, had on a blue jacket and blue cap, and fearnought trowsers, also a Negro Boy called Marquiss, about 18 years old, had on a blue jacket, blue cap, &c. well set, and strait made, a Creole of Grenada. Whoever will secure, or give information of the said Negroes to Capt. Casey, shall receive Three Guineas reward, or One Guinea for each of them, apply at Mrs. M ’Kenny’s, No. 31, Broad Street. N.B. It is requested that all masters of vessels or privateers, will not harbour them, but at their peril.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-Jersey Gazette (Trenton),225,4/17/1782,"THREE POUNDS REWARD. RUN away from the subscriber, in Trenton, a negro man, named Peter, about 5 feet 8 or 9 inches high; he had on a blue surtout coat, yellow worsted under coat, brown jacket and breeches, and blue yarn stockings, he plays on the fiddle, and uses the bow with the left hand; he made his escape the 27th of March last, and is supposed to be gone in the pines, as he formerly lived there. Whoever takes up said negro, and secures him, so that his master may have him again, shall have the above reward, and reasonable charges, paid by JON A. RICHMOND. April 16, 1782.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),580,4/20/1782,"Run or taken away from the subscriber the 16th of April 1782, a Negro man named Joe, about 5 feet 5 inches high, a slit in the upper part of his left ear, lately from Charles- Town, had on when he went away a blue short jacket, and straw hat. Whoever will secure said Negro, and bring him to No. 10 John Street so that the owner may have him again, shall be handsomely rewarded for their pains. JENKINS ON JEANES. All masters of vessels are forbid harbouring said Negro.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),580,4/20/1782,"RAN-AWAY on the 21st inst. a negro boy named James; had on when he went off, a cap, one part red and the other light coloured, a short brown coat, white dimity jacket, and homespun linen trowsers. He went off under pretence of searching for some horses that were lost, having a bridle in his hand: He is about sixteen or seventeen years of age. A reward of two Guineas and all other reasonable expences, will be paid to any person who will deliver him to STEPHEN DAVENPORT, at the New-Slip, in St. James’s- Street, No. 27.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-Jersey Gazette (Trenton),229,5/15/1782,"Run Away a Negro Man named Jack, about thirty-five years old, straight and well-limbed and about five feet ten inches high, very white even teeth, has holes in his ears, understands the coopers trade and can talk French; had on a striped woolen shirt, a clothcolored jacket and waistcoat much worn and patched, a pair of buckskin breeches almost new and stained in the seat by riding bareback, grey stockings and shoes newly soaled took with him a homespun coat, buttons covered with same and lined with blue, a jacket and breeches of homespun dimity, a white linen shirt and pair of new shoes. Whoever apprehends the said Negro and delivers him to the subscriber or secures him in any gaol so that he may be had again, shall be paid three Pounds and reasonable charges by James Parker. Pitts Down, Hunterdon County, March 9, 1782.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The New-Jersey Gazette (Trenton),229,5/15/1782,"New-York, May 14, 1782. RUN AWAY on Friday the 10th instant, a middle sized Negro Wench named PHILLIS; had on when she went away, a brown strouding jacket, black shirt, cheque apron, blue stockings, and M en’s shoes, simple in behavior.— Whoever will bring her to the Owner at No. 32, John-Street, shall receive Two Dollars reward. All persons are forbid harbouring or employing said Negro Wench, as she is a warranted property.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
The Royal Gazette (New York),594,6/8/1782,"One Guinea Reward. RUN AWAY, from the Subscriber, on the 4th of June, a NEGRO-BOY, named BACCHUS, about twelve years old: Had on, when he went away, a white jacket, striped trowsers, no shoes nor hat. Whoever takes up the said Negro, and brings him to No. 20, Ann-Street, shall receive the above Reward.","Hodges, Graham Russell Gao, and Alan Edward Brown, eds. “Pretends to Be Free”: Runaway Slave Advertisements from Colonial and Revolutionary New York and New Jersey. 1st ed. Fordham University Press, 2019. https://doi.org/10.2307/j.ctv7xbrzd.",
